id	date	changeType	stateId	raceType	raceId	candidateName	partyId	fractionReporting
77	2016-11-04T17:20:33.968Z	lead	NC	house	NC06	Walker	gop	0.29069767441860467
78	2016-11-04T17:20:33.968Z	lead	PA	house	PA11	Barletta	gop	0.26036866359447003
79	2016-11-04T17:21:39.827Z	lead	IL	house	IL18	LaHood	gop	0.2609254498714653
80	2016-11-04T17:21:39.827Z	lead	MD	house	MD04	McDermott	gop	0.2682926829268293
81	2016-11-04T17:22:00.605Z	lead	MI	house	MI12	Dingell	dem	0.3377049180327869
82	2016-11-04T17:22:21.758Z	lead	CA	house	CA24	Carbajal	dem	0.5044642857142857
83	2016-11-04T17:22:21.758Z	lead	CA	house	CA30	Sherman	dem	0.28370786516853935
84	2016-11-04T17:22:21.758Z	lead	CA	house	CA33	Lieu	dem	0.30666666666666664
85	2016-11-04T17:22:21.758Z	lead	CA	house	CA40	Roybal-Allard	dem	0.32142857142857145
86	2016-11-04T17:22:21.758Z	lead	CA	house	CA43	Waters	dem	0.31444759206798867
87	2016-11-04T17:22:21.758Z	lead	FL	house	FL20	Hastings	dem	0.34507042253521125
88	2016-11-04T17:22:21.758Z	lead	FL	house	FL22	Deutch	dem	0.45054945054945056
89	2016-11-04T17:22:21.758Z	lead	FL	house	FL23	Wasserman Schultz	dem	0.5411255411255411
90	2016-11-04T17:22:21.758Z	lead	CA	house	CA25	Knight	gop	0.32450331125827814
91	2016-11-04T17:22:21.758Z	lead	CA	house	CA27	Orswell	gop	0.2948717948717949
92	2016-11-04T17:22:21.758Z	lead	CA	house	CA28	Solis	gop	0.35092348284960423
93	2016-11-04T17:22:21.758Z	lead	CA	house	CA39	Royce	gop	0.5866983372921615
94	2016-11-04T17:22:21.758Z	lead	CA	house	CA48	Rohrabacher	gop	0.6532438478747203
95	2016-11-04T17:22:21.758Z	lead	NJ	house	NJ01	Patterson	gop	0.3572778827977316
96	2016-11-04T17:22:21.758Z	lead	NJ	house	NJ06	Sonnek-Schmelz	gop	0.4770992366412214
97	2016-11-04T17:22:43.639Z	lead	MA	house	MA03	Tsongas	dem	0.26666666666666666
98	2016-11-04T17:22:43.639Z	lead	OH	house	OH07	Rich	dem	0.31203007518796994
99	2016-11-04T17:22:43.639Z	lead	VA	house	VA08	Beyer	dem	0.5
100	2016-11-04T17:22:43.639Z	lead	VA	house	VA04	Wade	gop	0.3076923076923077
101	2016-11-04T17:23:26.374Z	lead	TX	house	TX16	O'Rourke	dem	0.953757225433526
102	2016-11-04T17:23:26.374Z	lead	TX	house	TX28	Cuellar	dem	0.26666666666666666
103	2016-11-04T17:23:26.374Z	lead	TX	house	TX36	Babin	gop	0.337037037037037
104	2016-11-04T17:24:08.939Z	start	CO					null
105	2016-11-04T17:24:08.939Z	lead	CO	house	CO02	Morse	gop	0.30707070707070705
106	2016-11-04T17:24:08.939Z	lead	GA	house	GA08	Scott	gop	0.2843601895734597
107	2016-11-04T17:24:30.535Z	start	AZ					null
108	2016-11-04T17:24:30.535Z	start	ID					null
109	2016-11-04T17:24:30.535Z	start	IA					null
110	2016-11-04T17:24:30.535Z	lead	AR	house	AR03	Womack	gop	0.256
111	2016-11-04T17:24:51.601Z	start	NE					null
112	2016-11-04T17:24:51.601Z	start	MT					null
113	2016-11-04T17:24:51.601Z	start	NM					null
114	2016-11-04T17:24:51.601Z	lead	IN	house	IN08	Bucshon	gop	0.33083832335329344
115	2016-11-04T17:24:51.601Z	lead	MI	house	MI02	Huizenga	gop	0.30745341614906835
116	2016-11-04T17:24:51.601Z	lead	MI	house	MI04	Moolenaar	gop	0.46134020618556704
117	2016-11-04T17:25:12.390Z	start	NV					null
118	2016-11-04T17:25:12.390Z	start	UT					null
119	2016-11-04T17:25:12.390Z	start	WI					null
120	2016-11-04T17:25:12.390Z	start	WY					null
121	2016-11-04T17:25:12.390Z	start	LA					null
122	2016-11-04T17:25:12.390Z	start	MN					null
123	2016-11-04T17:25:12.390Z	start	SD					null
124	2016-11-04T17:25:12.390Z	lead	DE	president	DE	Trump	gop	0.34265734265734266
125	2016-11-04T17:25:12.390Z	lead	OK	president	OK	Trump	gop	0.25664621676891614
126	2016-11-04T17:25:12.390Z	lead	OK	house	OK02	Harris-Till	dem	0.29924242424242425
127	2016-11-04T17:25:12.390Z	lead	DE	house	DE01	Reigle	gop	0.30303030303030304
128	2016-11-04T17:25:12.390Z	lead	KS	house	KS01	Marshall	gop	0.2615844544095665
129	2016-11-04T17:25:12.390Z	lead	WI	house	WI05	Sensenbrenner	gop	0.30726256983240224
130	2016-11-04T17:25:33.347Z	start	TN					null
131	2016-11-04T17:25:33.347Z	lead	CA	president	CA	Clinton	dem	0.2511167451406495
132	2016-11-04T17:25:33.347Z	lead	NJ	president	NJ	Clinton	dem	0.26503375726173656
133	2016-11-04T17:25:33.347Z	lead	CA	house	CA13	Lee	dem	0.5783365570599613
134	2016-11-04T17:25:33.347Z	lead	CA	house	CA15	Swalwell	dem	0.5586206896551724
135	2016-11-04T17:25:33.347Z	lead	CA	house	CA47	Lowenthal	dem	0.5341463414634147
136	2016-11-04T17:25:33.347Z	lead	CT	house	CT03	DeLauro	dem	0.38823529411764707
137	2016-11-04T17:25:33.347Z	lead	CA	house	CA20	Lucius	gop	0.3262411347517731
138	2016-11-04T17:25:33.347Z	lead	CA	house	CA45	Walters	gop	0.7913669064748201
139	2016-11-04T17:25:57.896Z	start	NY					null
140	2016-11-04T17:25:57.896Z	lead	NY	house	NY15	Serrano	dem	0.2543103448275862
141	2016-11-04T17:25:57.896Z	lead	NY	house	NY04	Rice	dem	0.43498452012383904
142	2016-11-04T17:25:57.896Z	lead	NY	house	NY02	King	gop	0.2748091603053435
143	2016-11-04T17:25:57.896Z	lead	NY	house	NY03	Martins	gop	0.39206349206349206
144	2016-11-04T17:26:40.460Z	lead	TX	house	TX18	Jackson Lee	dem	0.48559670781893005
145	2016-11-04T17:26:40.460Z	lead	TX	house	TX29	Green	dem	0.47904191616766467
146	2016-11-04T17:26:40.460Z	lead	TX	house	TX07	Cargas	dem	0.4407894736842105
147	2016-11-04T17:26:40.460Z	lead	TX	house	TX09	Green	dem	0.29015544041450775
148	2016-11-04T17:26:40.460Z	lead	TX	house	TX10	McCaul	gop	0.25653206650831356
149	2016-11-04T17:26:40.460Z	lead	TX	house	TX02	Poe	gop	0.4873417721518987
150	2016-11-04T17:27:01.495Z	lead	PA	house	PA17	Cartwright	dem	0.3931818181818182
151	2016-11-04T17:27:01.495Z	lead	NC	house	NC07	Rouzer	gop	0.47342995169082125
152	2016-11-04T17:27:01.495Z	lead	PA	house	PA10	Marino	gop	0.25298804780876494
153	2016-11-04T17:27:23.422Z	lead	CO	house	CO05	Plowright	dem	0.3074433656957929
154	2016-11-04T17:27:23.422Z	lead	CO	house	CO01	Stockham	gop	0.3278301886792453
155	2016-11-04T17:28:05.721Z	lead	KS	president	KS	Trump	gop	0.3195670749074338
156	2016-11-04T17:28:05.721Z	lead	KS	senate	KSS3	Moran	gop	0.28880660780404444
157	2016-11-04T17:28:05.721Z	lead	IL	house	IL01	Rush	dem	0.2988505747126437
158	2016-11-04T17:28:05.721Z	lead	IA	house	IA01	Blum	gop	0.28440366972477066
159	2016-11-04T17:28:05.721Z	lead	KS	house	KS03	Yoder	gop	0.5270700636942676
160	2016-11-04T17:28:05.721Z	lead	MI	house	MI04	Moolenaar	gop	0.6520618556701031
161	2016-11-04T17:28:05.721Z	lead	NV	house	NV02	Amodei	gop	0.2767203513909224
162	2016-11-04T17:28:26.808Z	lead	OK	senate	OKS3	Lankford	gop	0.2898773006134969
163	2016-11-04T17:28:26.808Z	lead	CA	house	CA05	Thompson	dem	0.3472949389179756
164	2016-11-04T17:28:26.808Z	lead	MN	house	MN04	McCollum	dem	0.4759825327510917
165	2016-11-04T17:28:26.808Z	lead	WI	house	WI04	Moore	dem	0.3651226158038147
166	2016-11-04T17:28:26.808Z	lead	CA	house	CA23	McCarthy	gop	0.2504638218923933
167	2016-11-04T17:28:47.847Z	lead	CT	president	CT	Clinton	dem	0.3024251069900143
168	2016-11-04T17:28:47.847Z	lead	CT	senate	CTS3	Blumenthal	dem	0.3024251069900143
169	2016-11-04T17:28:47.847Z	lead	CT	house	CT01	Larson	dem	0.34814814814814815
170	2016-11-04T17:28:47.847Z	lead	FL	house	FL09	Soto	dem	0.39378238341968913
171	2016-11-04T17:28:47.847Z	lead	NJ	house	NJ06	Pallone	dem	0.5324427480916031
172	2016-11-04T17:28:47.847Z	lead	NJ	house	NJ09	Pascrell	dem	0.425531914893617
173	2016-11-04T17:28:47.847Z	lead	TN	house	TN05	Cooper	dem	0.2648648648648649
174	2016-11-04T17:28:47.847Z	lead	CT	house	CT04	Shaban	gop	0.29411764705882354
175	2016-11-04T17:28:47.847Z	lead	NJ	house	NJ11	Frelinghuysen	gop	0.5008695652173913
176	2016-11-04T17:28:47.847Z	lead	NJ	house	NJ03	MacArthur	gop	0.5849387040280211
177	2016-11-04T17:28:47.847Z	lead	NJ	house	NJ04	Smith	gop	0.42054263565891475
178	2016-11-04T17:28:47.847Z	lead	NJ	house	NJ05	Garrett	gop	0.3340080971659919
179	2016-11-04T17:28:47.847Z	lead	VA	house	VA01	Wittman	gop	0.27459016393442626
180	2016-11-04T17:28:47.847Z	lead	VA	house	VA06	Goodlatte	gop	0.3073770491803279
181	2016-11-04T17:29:08.752Z	lead	MA	president	MA	Trump	gop	0.3377818683847216
182	2016-11-04T17:29:08.752Z	lead	MA	house	MA04	Kennedy	dem	0.2772727272727273
183	2016-11-04T17:29:08.752Z	lead	AL	house	AL03	Rogers	gop	0.48923076923076925
184	2016-11-04T17:29:08.752Z	lead	NY	house	NY01	Zeldin	gop	0.2748414376321353
185	2016-11-04T17:29:08.752Z	lead	NY	house	NY24	Katko	gop	0.46153846153846156
186	2016-11-04T17:29:52.122Z	lead	TX	president	TX	Clinton	dem	0.2737600781822624
187	2016-11-04T17:29:52.122Z	lead	TX	house	TX16	O'Rourke	dem	1
188	2016-11-04T17:29:52.122Z	lead	TX	house	TX18	Jackson Lee	dem	0.6460905349794238
189	2016-11-04T17:29:52.122Z	lead	TX	house	TX29	Green	dem	0.592814371257485
190	2016-11-04T17:29:52.122Z	lead	MO	house	MO07	Long	gop	0.5494880546075085
191	2016-11-04T17:29:52.122Z	lead	TX	house	TX12	Granger	gop	0.2883895131086142
192	2016-11-04T17:29:52.122Z	lead	TX	house	TX02	Poe	gop	0.5569620253164557
193	2016-11-04T17:29:52.122Z	lead	TX	house	TX26	Burgess	gop	0.3
194	2016-11-04T17:29:52.122Z	lead	TX	house	TX06	Barton	gop	0.28286852589641437
195	2016-11-04T17:29:52.122Z	lead	TX	house	TX07	Culberson	gop	0.5986842105263158
196	2016-11-04T17:30:15.157Z	lead	NC	house	NC11	Meadows	gop	0.2597864768683274
197	2016-11-04T17:30:15.157Z	lead	NC	house	NC07	Rouzer	gop	0.5990338164251208
198	2016-11-04T17:30:37.066Z	lead	AZ	senate	AZS3	McCain	gop	0.32675289312457456
199	2016-11-04T17:30:37.066Z	lead	AZ	house	AZ07	Gallego	dem	0.41904761904761906
200	2016-11-04T17:30:37.066Z	lead	AZ	house	AZ09	Sinema	dem	0.5602836879432624
201	2016-11-04T17:30:37.066Z	lead	AZ	house	AZ02	McSally	gop	0.35051546391752575
202	2016-11-04T17:30:37.066Z	lead	AZ	house	AZ05	Biggs	gop	0.4336283185840708
203	2016-11-04T17:30:37.066Z	lead	AZ	house	AZ06	Schweikert	gop	0.6987179487179487
204	2016-11-04T17:30:37.066Z	lead	AZ	house	AZ08	Franks	gop	0.3591549295774648
205	2016-11-04T17:30:58.401Z	lead	NM	president	NM	Clinton	dem	0.26541554959785524
206	2016-11-04T17:30:58.401Z	lead	IA	president	IA	Trump	gop	0.2540753232152895
207	2016-11-04T17:30:58.401Z	lead	IA	senate	IAS3	Grassley	gop	0.2563237774030354
208	2016-11-04T17:30:58.401Z	lead	NM	house	NM01	Lujan Grisham	dem	0.4594017094017094
209	2016-11-04T17:30:58.401Z	lead	IA	house	IA04	King	gop	0.2784090909090909
210	2016-11-04T17:31:19.995Z	lead	MD	president	MD	Clinton	dem	0.28808446455505277
211	2016-11-04T17:31:19.995Z	lead	MI	president	MI	Clinton	dem	0.25838509316770186
212	2016-11-04T17:31:19.995Z	lead	NV	president	NV	Clinton	dem	0.2527881040892193
213	2016-11-04T17:31:19.995Z	lead	RI	president	RI	Clinton	dem	0.2719836400817996
214	2016-11-04T17:31:19.995Z	lead	MS	president	MS	Trump	gop	0.2506902263942573
215	2016-11-04T17:31:19.995Z	lead	MD	senate	MDS3	Van Hollen	dem	0.26395173453996984
216	2016-11-04T17:31:19.995Z	lead	CO	house	CO05	Plowright	dem	0.5566343042071198
217	2016-11-04T17:31:19.995Z	lead	CO	house	CO06	Carroll	dem	0.29850746268656714
218	2016-11-04T17:31:19.995Z	lead	RI	house	RI01	Cicilline	dem	0.3472803347280335
219	2016-11-04T17:31:19.995Z	lead	UT	house	UT01	Clemens	dem	0.3327338129496403
220	2016-11-04T17:31:19.995Z	lead	IN	house	IN08	Bucshon	gop	0.5134730538922155
221	2016-11-04T17:31:19.995Z	lead	IN	house	IN09	Hollingsworth	gop	0.2819614711033275
222	2016-11-04T17:31:19.995Z	lead	KS	house	KS02	Jenkins	gop	0.2747014115092291
223	2016-11-04T17:31:19.995Z	lead	LA	house	LA04	Baucum	gop	0.308
224	2016-11-04T17:31:19.995Z	lead	MD	house	MD01	Harris	gop	0.3299319727891156
225	2016-11-04T17:31:19.995Z	lead	MS	house	MS01	Kelly	gop	0.3333333333333333
226	2016-11-04T17:31:19.995Z	lead	MS	house	MS03	Harper	gop	0.25096525096525096
227	2016-11-04T17:31:19.995Z	lead	MS	house	MS04	Palazzo	gop	0.25139664804469275
228	2016-11-04T17:31:42.683Z	lead	CT	house	CT02	Courtney	dem	0.25925925925925924
229	2016-11-04T17:31:42.683Z	lead	CT	house	CT05	Esty	dem	0.3732394366197183
230	2016-11-04T17:31:42.683Z	lead	OK	house	OK02	Harris-Till	dem	0.509469696969697
231	2016-11-04T17:31:42.683Z	lead	WI	house	WI04	Moore	dem	0.7329700272479565
232	2016-11-04T17:31:42.683Z	lead	MN	house	MN06	Emmer	gop	0.5071428571428571
233	2016-11-04T17:31:42.683Z	lead	OR	house	OR01	Heinrich	gop	0.5041322314049587
234	2016-11-04T17:32:04.091Z	lead	WV	president	WV	Clinton	dem	0.27194982896237174
235	2016-11-04T17:32:04.091Z	lead	FL	house	FL22	Deutch	dem	0.5531135531135531
236	2016-11-04T17:32:04.091Z	lead	NJ	house	NJ08	Sires	dem	0.2799097065462754
237	2016-11-04T17:32:04.091Z	lead	NY	house	NY21	Stefanik	gop	0.40782122905027934
238	2016-11-04T17:32:04.091Z	lead	WV	house	WV01	McKinley	gop	0.28862478777589134
261	2016-11-04T17:32:27.176Z	win	TX	house	TX16	O'Rourke	dem	1
240	2016-11-04T17:32:27.176Z	lead	MA	house	MA08	Lynch	dem	0.284
241	2016-11-04T17:33:10.662Z	lead	MO	house	MO03	Miller	dem	0.2560240963855422
242	2016-11-04T17:33:10.662Z	lead	MO	house	MO04	Christensen	dem	0.272264631043257
243	2016-11-04T17:33:10.662Z	lead	TX	house	TX15	Gonzalez	dem	0.5397923875432526
244	2016-11-04T17:33:10.662Z	lead	TX	house	TX34	Vela	dem	0.3347826086956522
245	2016-11-04T17:33:10.662Z	lead	TX	house	TX36	Babin	gop	0.5148148148148148
246	2016-11-04T17:33:32.710Z	lead	PA	senate	PAS3	Toomey	gop	0.2687267962437213
247	2016-11-04T17:33:32.710Z	lead	NC	house	NC12	Adams	dem	0.4041095890410959
248	2016-11-04T17:33:32.710Z	lead	NC	house	NC13	Davis	dem	0.5045454545454545
249	2016-11-04T17:33:32.710Z	lead	PA	house	PA12	McClelland	dem	0.350253807106599
250	2016-11-04T17:33:32.710Z	lead	PA	house	PA14	Doyle	dem	0.3810623556581986
251	2016-11-04T17:33:32.710Z	lead	NC	house	NC09	Pittenger	gop	0.3
252	2016-11-04T17:33:32.710Z	lead	PA	house	PA04	Perry	gop	0.3053691275167785
253	2016-11-04T17:33:32.710Z	lead	PA	house	PA05	Thompson	gop	0.25622775800711745
254	2016-11-04T17:34:16.314Z	lead	NV	senate	NVS3	Cortez Masto	dem	0.27349973446627723
255	2016-11-04T17:34:16.314Z	lead	IA	house	IA02	Loebsack	dem	0.330188679245283
256	2016-11-04T17:34:16.314Z	lead	MD	house	MD07	Cummings	dem	0.5335463258785943
257	2016-11-04T17:34:16.314Z	lead	MI	house	MI01	Johnson	dem	0.3287128712871287
258	2016-11-04T17:34:16.314Z	lead	MI	house	MI11	Kumar	dem	0.2684563758389262
259	2016-11-04T17:34:16.314Z	lead	MI	house	MI02	Huizenga	gop	0.5062111801242236
260	2016-11-04T17:34:16.314Z	lead	MI	house	MI03	Amash	gop	0.2861736334405145
261	2016-11-04T17:34:16.314Z	lead	NE	house	NE01	Fortenberry	gop	0.2863247863247863
262	2016-11-04T17:34:37.351Z	lead	OK	house	OK03	Robbins	dem	0.25416666666666665
263	2016-11-04T17:34:37.351Z	lead	OR	house	OR02	Crary	dem	0.34615384615384615
264	2016-11-04T17:34:37.351Z	lead	CA	house	CA10	Denham	gop	0.27533460803059273
265	2016-11-04T17:34:37.351Z	lead	CA	house	CA48	Rohrabacher	gop	0.796420581655481
266	2016-11-04T17:34:37.351Z	lead	KS	house	KS04	Pompeo	gop	0.3054662379421222
267	2016-11-04T17:34:37.351Z	lead	NH	house	NH01	Guinta	gop	0.2831858407079646
268	2016-11-04T17:34:37.351Z	lead	OK	house	OK04	Cole	gop	0.2808022922636103
269	2016-11-04T17:34:59.830Z	lead	CO	president	CO	Trump	gop	0.2733552631578947
270	2016-11-04T17:34:59.830Z	lead	CO	senate	COS3	Glenn	gop	0.2674342105263158
271	2016-11-04T17:34:59.830Z	lead	NJ	house	NJ09	Pascrell	dem	0.5933806146572104
272	2016-11-04T17:34:59.830Z	lead	VA	house	VA02	Brown	dem	0.7541899441340782
273	2016-11-04T17:34:59.830Z	lead	WA	house	WA06	Kilmer	dem	0.5260663507109005
274	2016-11-04T17:34:59.830Z	lead	NJ	house	NJ02	LoBiondo	gop	0.2579505300353357
275	2016-11-04T17:34:59.830Z	lead	NJ	house	NJ05	Garrett	gop	0.6234817813765182
276	2016-11-04T17:34:59.830Z	lead	TN	house	TN07	Blackburn	gop	0.25622775800711745
277	2016-11-04T17:35:20.806Z	lead	NY	house	NY01	Zeldin	gop	0.5644820295983086
278	2016-11-04T17:35:20.806Z	lead	NY	house	NY02	King	gop	0.5229007633587787
279	2016-11-04T17:35:20.806Z	lead	NY	house	NY03	Martins	gop	0.5253968253968254
280	2016-11-04T17:36:06.880Z	lead	VT	president	VT	Clinton	dem	0.25
281	2016-11-04T17:36:06.880Z	lead	VT	senate	VTS3	Leahy	dem	0.25
282	2016-11-04T17:36:06.880Z	lead	VT	house	VT01	Welch	dem	0.25
283	2016-11-04T17:36:27.283Z	lead	TX	house	TX33	Veasey	dem	0.291044776119403
284	2016-11-04T17:36:27.283Z	lead	PA	house	PA10	Marino	gop	0.5418326693227091
285	2016-11-04T17:36:27.283Z	lead	PA	house	PA07	Meehan	gop	0.2647754137115839
286	2016-11-04T17:36:27.283Z	lead	TX	house	TX11	Conaway	gop	0.3047945205479452
287	2016-11-04T17:36:27.283Z	lead	TX	house	TX14	Weber	gop	0.34210526315789475
288	2016-11-04T17:36:48.305Z	lead	NC	president	NC	Clinton	dem	0.2677514792899408
289	2016-11-04T17:36:48.305Z	lead	AZ	president	AZ	Trump	gop	0.39006126616746084
290	2016-11-04T17:36:48.305Z	lead	AR	senate	ARS3	Boozman	gop	0.26243093922651933
291	2016-11-04T17:36:48.305Z	lead	MO	senate	MOS3	Blunt	gop	0.26103054612773835
292	2016-11-04T17:36:48.305Z	lead	NC	senate	NCS3	Burr	gop	0.2585059171597633
293	2016-11-04T17:36:48.305Z	lead	AZ	house	AZ08	Franks	gop	0.5211267605633803
294	2016-11-04T17:36:48.305Z	lead	AR	house	AR01	Crawford	gop	0.33466666666666667
295	2016-11-04T17:36:48.305Z	lead	AR	house	AR02	Hill	gop	0.35128205128205126
296	2016-11-04T17:36:48.305Z	lead	MO	house	MO06	Graves	gop	0.3114406779661017
297	2016-11-04T17:37:10.305Z	lead	IL	house	IL17	Bustos	dem	0.2612481857764877
298	2016-11-04T17:37:10.305Z	lead	IL	house	IL09	Schakowsky	dem	0.2621359223300971
299	2016-11-04T17:37:31.652Z	lead	MD	house	MD05	Hoyer	dem	0.3094170403587444
300	2016-11-04T17:37:31.652Z	lead	MI	house	MI12	Dingell	dem	0.5344262295081967
301	2016-11-04T17:37:31.652Z	lead	MI	house	MI06	Clements	dem	0.3037542662116041
302	2016-11-04T17:37:31.652Z	lead	MS	house	MS02	Thompson	dem	0.3044315992292871
303	2016-11-04T17:37:31.652Z	lead	NE	house	NE02	Ashford	dem	0.38223938223938225
304	2016-11-04T17:37:31.652Z	lead	RI	house	RI01	Cicilline	dem	0.5146443514644351
305	2016-11-04T17:37:31.652Z	lead	RI	house	RI02	Langevin	dem	0.39357429718875503
306	2016-11-04T17:37:31.652Z	lead	IN	house	IN02	Walorski	gop	0.25045372050816694
307	2016-11-04T17:37:31.652Z	lead	IN	house	IN06	Messer	gop	0.3311367380560132
308	2016-11-04T17:37:31.652Z	lead	MI	house	MI10	Mitchell	gop	0.32621951219512196
309	2016-11-04T17:37:53.521Z	lead	WI	president	WI	Clinton	dem	0.26353591160220996
310	2016-11-04T17:37:53.521Z	lead	NH	president	NH	Trump	gop	0.27
311	2016-11-04T17:37:53.521Z	lead	ND	president	ND	Trump	gop	0.2708333333333333
312	2016-11-04T17:37:53.521Z	lead	UT	president	UT	Trump	gop	0.25203252032520324
